minutes_played,field_goals_made,field_goals_attempted,three_pointers_made,free_throws_made,assists,rebounds,steals,blocks,turnovers,points
28.973713224089863,2.9645158085383345,13.741431238334092,0.0,1.0562849033971977,3.2455153641976424,5.236513279004407,1.2561219262715717,0.9648007540076666,2.460894565497612,8.015911108464447
23.89388559063052,4.083501610839042,13.416617962678332,0.0,4.0254049420312,2.839729427808491,6.688692449555175,1.892369280502579,0.292718765922535,1.1300352632495387,11.037053396664243
30.18150830480554,3.207856816864571,7.317400770972544,0.6194573905611209,1.6036263053953639,5.37947689004884,6.023305859850119,0.0,0.45338951362788493,0.9204191085469431,9.214234519909773
37.184238851264205,5.331254140838359,14.897921108818691,1.724503366387037,2.181138529435279,6.832077853565552,1.1662574054212476,2.3916845326546667,0.37723234020510366,2.43331215811495,13.948911719337666
23.126773002213312,8.59153559438574,4.54958662211691,3.0362434899103175,3.4347812132754347,4.717117360336541,4.441339093916219,1.2640694274210131,0.8598375764174349,0.0,23.32669308558628
23.126904344406555,2.686873528576386,8.729078371198357,2.541203915057647,1.8820731863021187,5.528859377926158,6.958338647252733,1.0877811271196678,0.7002913262841862,0.2245876753975471,9.844628425379456
37.63370252405913,8.002461493305242,2.004560935510961,0.0,0.0,2.456489419233964,6.254120967313789,0.23873216072891257,1.8344239560772744,1.7426529052654696,15.885431934883925
31.13947783322327,2.654983782959337,19.793132584814074,0.9424316067515214,4.0811750091070955,3.313512015347836,2.6543887383583256,0.49052817409441374,0.2310995511676946,2.3380319680355273,8.657468540284356
21.244204912520384,2.4571183625093473,10.842252530273523,1.61456338305385,4.509857659830103,6.714330183999099,6.247710422793322,0.6979654682730693,1.7549965942956811,2.3467759860298383,12.420469789065965
29.340480348687716,7.45578385502964,22.834420174081558,1.106689313330251,0.0,4.3167786506455705,7.744667755413319,0.0,0.0,0.0,17.152666242148428
21.292658457500302,7.765809134022851,16.014749632597475,1.0960571611975585,0.0,2.394925310592961,2.0711028913686502,0.7481350542501508,0.8426661246746832,1.0158956849807432,16.481358936117132
21.274161971437945,7.554229810287962,14.240491066755123,0.0,6.047759234971021,3.081376386968438,0.0,0.28629852904375774,0.0,2.360399080300703,22.09061748227603
26.935698172528273,1.0526077753455763,9.068861528595004,0.0,2.464069357007824,5.592878225761375,10.322190159221556,1.546366045505064,0.0,0.4730193282616877,4.171589746361001
